customer_tweet_id,customer_text,actual_brand_reply_from_dataset,gold_intent,gold_escalate,gold_escalate_notes,review_flag
1355416,"@AmazonHelp Nope... 😔
It was a gift....","@436058 We'd like to take a closer look into this with you. When you have the chance, please ring us here: https://t.co/JzP7hlA23B ^HC",general_inquiry,False,,
2308297,Hey @115821 I’ve gotten used vinyls in better shape than this. Sad my after laughter looks bad. I love paramore on vinyl. https://t.co/hhVFz1GZCP,@595510 I'm sorry the vinyl came damaged! Was the order shipped by Amazon or a third-party seller: https://t.co/Y5jpI9gRhE? ^AR,product_defect_or_wrong_item,False,,
918907,@115850 @AmazonHelp in trouble plz help need bill for invoice no IGHyd71527819315594 (jay parkash joshi) jan-2017 https://t.co/HF72O7BXTi,"@338138 Also, don’t provide your order details as its personal information. Our Twitter page is visible to public. 2/2 ^RS",billing_or_payment_issue,False,,
530044,@AmazonHelp please get the live chat and call centre people some training. Absolutely disgusting service.,"@242744 I apologize for the experience you had. We want to help. Without giving us any personal/account info, can you give us a little insight on the issue you are facing? ^BA",compliment_or_other,True,,CHECK ME - escalate=TRUE
1406098,I updated the card and they try to take the money agin but I already buy it before @AmazonHelp,@446836 Are you still seeing the payment revision message for your order after updating the card? ^KH,billing_or_payment_issue,False,,
1987006,"So fucking annoyed when @115821 offers a 1 day delivery, gives themselves up until 9pm to deliver, but still fails. Tip- don’t offer something you can’t guarantee.","@588167 Apologies, this is not the service we expect. Get in touch - https://t.co/hApLpMlfHN we'd like to discuss available options^TP",compliment_or_other,True,,CHECK ME - escalate=TRUE
306558,@AmazonHelp https://t.co/fmgg5St9VX is unresponsive.. The maker is a month old and stopped working. We would like to have it replaced,@189193 Please reach us directly via phone or chat so we can go over available options with you: https://t.co/EKXRLsnxJu ^BV,product_defect_or_wrong_item,False,,
2318469,@115821 why do my orders disappear when an item goes out of stock but I don’t get a notification about it so I can order something else?,@672085 I'm sorry you didn't receive any notifications! Did you receive an e-mail from Amazon about your order? ^DD,general_inquiry,False,,
517707,"@AmazonHelp You asked for my tracking information, how should i get it to you?","@239077 Thank you for the information you sent in your DM. If your order hasn't arrive by Sunday at 8 PM, please let us know: https://t.co/hApLpM3Ejd ^LR",general_inquiry,False,,
264788,@AmazonHelp Kindly check your records.,"@179074 I'm sorry, we haven't received your details yet. Kindly fill in the details again and we'll get back to you. ^EM",general_inquiry,False,,
806327,@AmazonHelp Yeah my package was suppose to arrive yesterday by 9pm now it says it might not come until tomorrow,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",delivery_or_shipping_issue,False,,
1358102,"When @115830 Email saying your parcel will be here by 8pm.. It’s nearly 9pm and it’s not here, so much for ‘Amazon Prime’🖕🏼😭",@436632 I'm so sorry that your item hasn't arrived!  What is the current status? You can check that here: https://t.co/aaDyEz1VgE ^FR,delivery_or_shipping_issue,False,,
714724,My signed copy of #TurtlesAllTheWayDown is not signed &amp; also the last 20 pages or so are glued together? @115821 wtf?,@290977 Sorry it arrived like this. Please get in touch with us directly to look into available options: https://t.co/wwV8Sk03wp ^CL,product_defect_or_wrong_item,False,,
1447950,Hey @AmazonHelp  once again my package is delayed. 3rd time in a row.  Is prime really worth it if my packages never get here in 2 days??,"@456015 I'm so sorry for the wait! Do the orders have the same carrier in common? If so, who is it? https://t.co/Y5jpI9gRhE ^MH",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
347354,"@AmazonHelp No, I was not given a reason, nor would any makes sense. Secondly, you sent me a link to a warranty page, not anything about reviews.",@194382 Whoops! This link should do the trick: https://t.co/Ck6LoxwmPV ^JZ,general_inquiry,False,,
107266,@AmazonHelp just received an email staying I have to send in Information of my address an so on  can you explain why this is? I've purchased from you  before with no hassle and now this?,"@139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ",general_inquiry,False,,
1180559,@AmazonHelp Last two months a slew of products damaged inside pristine shipping boxes. Some with sharp puncture marks all the way through.,@397667 I'm sorry to see we've disappointed you! Please reach us here: https://t.co/hApLpMlfHN so we can look into this. ^DG,product_defect_or_wrong_item,True,,CHECK ME - escalate=TRUE
2790414,@AmazonHelp “we’re sorry your package is late” is starting to become a regular occurrence despite being a #prime customer,"@778818 Are you currently waiting on an outstanding order? If you are, what is the current tracking status of the order here: https://t.co/ijxJ9jCwr9? ^JS",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
1170200,Amazon just emailed me to let me know delivery on my pre-order of @13505's book will be delayed. Must have crushed that presale,"@395240 I'm sorry for the delay! Please keep us posted on your order's arrival, we want to ensure your receive it. ^EZ",delivery_or_shipping_issue,False,,
629585,Hey @AmazonHelp I ordered something on Sunday from my Prime account. Thought it would’ve been delivered already. Checked status and won’t be delivered until Saturday. Your CS rep claims I selected standard shipping. I didn’t. Why would I? Now I have to buy locally. Thanks.,@269139 I'm sorry to hear this. We expect items to arrive by 8 PM on the date shown at checkout. That date can also be found in your confirmation e-mail. Please let us know if we ever miss that date. ^LI,compliment_or_other,True,,CHECK ME - escalate=TRUE
1718249,This is not the way u can force a customer to purchase it from @115850 else u can't refund their money. Harrasement of customers 1/2 https://t.co/LWg5Ud5tB7,@164814 I''m sorry for the trouble. We've already replied to you here : https://t.co/HcyJRHPGCZ. ^PJ,refund_or_return,True,,CHECK ME - escalate=TRUE
893324,@AmazonHelp Via phone I was told to contact my bank. However the bank didn't make the charge so I'm out of $10,"@332123 Just to clarify, what shipping method is shown for your item? Did you start a Prime membership with this order? ^DW",billing_or_payment_issue,False,,
2419472,"@AmazonHelp I have done that team, and I didn't get anything other than sorry and time to wait, and I'm not interested in both, tell me some better solution?","@695086 Kindly reply to the email, we'll check this for you. ^SG",compliment_or_other,True,,CHECK ME - escalate=TRUE
226177,@115850 My last product nt delivrd. No action frm #CustomerCare aftr many complaints. Will not use amazon again. Terrible #CustomerExperience,"@214943 Apologies, Sumana. I’d like to assist you. Please fill this form: https://t.co/cllwXc2HeK and I’ll contact you soon. ^NK",compliment_or_other,True,,CHECK ME - escalate=TRUE
2184684,"Strange @115850 
How can you enable Amazon pay check box and then credit card radio button at the same time and throw error when we press continue?
You take money from my Bank to @115823 in 2 minutes but to reverse it you need 15-17 days?

Thought you guys are very advanced https://t.co/hHcQQjcB8v",@639869 I understand your concern. Please get in touch with our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN,billing_or_payment_issue,False,,
470819,"@AmazonHelp Yes, I wrote back.","@227098 Thank you for confirming. If you've replied to our email, you should've received a correspondence from us here: https://t.co/fYrzNInVt2, request you to check. ^MO",general_inquiry,False,,
281342,"@AmazonHelp What excuses your CCEs  give.  I've got sms for an early delivery, he is stuck on 9th Oct.",@183036 We deliver orders by 8 PM on the Estimated Delivery Date. I request you to kindly wait till the time and 1/2 ^SB,delivery_or_shipping_issue,False,,
1452878,@AmazonHelp just got an email saying there has been a problem. So why do you advertise and why have I paid £5 for next day delivery?,"@457171 We'd be happy to look into this with you further, if you'll please phone us here: https://t.co/JzP7hlA23B Keep us posted! ^LB",delivery_or_shipping_issue,False,,
1458046,@115821 when is it ever acceptable to leave a pkg here? https://t.co/0VQoEncOLE,@458408 I'm sorry your package was left there! Can you confirm who the carrier was for this delivery? https://t.co/Y5jpI9gRhE ^EZ,delivery_or_shipping_issue,False,,
721273,"@AmazonHelp Competitive Manufacturing Strategies. I very well remember, couldn't not find this book in India then, and therefore got a cousin who lived in US to order it from @115821. One more thing, the only shopping app that I have on my phone is @115850. Keep doing the great work!",@292654 Are you a scientist? 😜 Your love and support brings out the best in us. What genre do you prefer the most? ^HA,compliment_or_other,False,,
1006595,"@AmazonHelp
It hurts.... https://t.co/icC5E3j9cf",@324091 date. I have shared your experience as feedback with the concerned team for review. [2/2] ^HA,general_inquiry,False,,
1406573,MY ONE DAY DELIVERY NEVER SHOWED UP @115830 YOU HAVE RUINED HALLOWEEN FOR ME. I HOPE YOURE PROUD OF YOURSELF. https://t.co/3HWapltxiw,@258476 Sorry for the frustration. We are here to help! Have we missed the delivery date shown here: https://t.co/aaDyEz1VgE ^AD,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
877703,"@AmazonHelp In asking for help, Amazon disconnects the chat. Thanks. https://t.co/z0O2JdhOGL","@328046 Oh my! I'm sorry for this. Just to clarify, were you able to get back through to us? If not, can you tell us what's going on? ^AL",general_inquiry,True,,CHECK ME - escalate=TRUE
21871,Yo @115830 stop putting my account on hold! I just got it off hold yesterday and it's already back on hold and orders cancelled wtf!?,"@120768 Sorry about that, have you received an email from an account specialist? ^KM",account_or_login_issue,True,,CHECK ME - escalate=TRUE
1891371,@115850 my orders 405-3303122-0102700 and 405-2724334-8547546 hasn't been delivered even though it has reached the destination.,"@564005 We ship the products to meet the estimates, could you please tell us if we've missed the estimated delivery date? 1/2^HN",delivery_or_shipping_issue,False,,
1148723,@AmazonHelp If they would've been committed then it would actually have been a genuine product. The Samsung service center informed me that it's a fake,@390330 We will consider this as feedback and ensure to pass it on internally for improvements. ^RW,product_defect_or_wrong_item,True,,CHECK ME - escalate=TRUE
326717,"@AmazonHelp You tell me, i'm weak with tech https://t.co/mhP20nXAni",@193845 That appears to be an error on your console that you're using. You may explore return options here: https://t.co/fBHnnCmV5f ^JE,general_inquiry,False,,
1667785,"@AmazonHelp 6th November, today.  I imagine it’s fine and just isn’t out for delivery yet.",@507940 Please keep us updated on the delivery: https://t.co/aaDyEz1VgE. ^JJ,delivery_or_shipping_issue,False,,
1723429,@115851 @7092 @115850 @AmazonHelp Nth apologetic email from @115850 but no solution. Utter waste of time. https://t.co/35mpj3FEFf,"@507510 We'd like to fix this for you, Sudhanshu. I'd request you to write to us using the registered email address or phone number.^JC",general_inquiry,True,,CHECK ME - escalate=TRUE
2719470,@AmazonHelp @115850 pls help i have placed an order but still i have not received any order no on my no or on email pls help asap.,@763166 Apologies for the hassle. May I know if you have contacted our support team here: https://t.co/vlvfJr4nN9? ^BS,delivery_or_shipping_issue,False,,
2983656,@121284  I am an Echo  owner. I am extremely frustrated and would like to be contacted by some senior software person. Otherwise I am compelled to return the product. My Amazon account ID is __email__ it will also have my mobile number.,"@132155 We're extremely sorry for the unpleasant experience. You may reach out to our support team using the link provided here: https://t.co/2t6DQoUmNZ. We'll be glad to help.
Please don't provide your details, we consider it to be personal information.^AR",product_defect_or_wrong_item,True,,CHECK ME - escalate=TRUE
852724,@115850 Sprt team sgested 2 cancel d order n place another 1.The eta told 2 me on call ws 48hrs.0 benefit of amzn pay.I'll miss dis sale.😞 https://t.co/xQjWW0SApI,"@322573 We'd like to help Kushagr, kindly share your details here: https://t.co/GIJyeYqKE0. ^MP",order_cancellation,False,,
745083,@AmazonHelp @115850 U r as competent as ur customer service on ph.,"@298115 We'd like to help, Amit. As requested earlier, please send us your details through the link shared earlier. ^MA",general_inquiry,False,,
982303,"@115850 Courier: Ecom Express, Tracking #: 867051923. its a part of ORDER # 171-5359172-1521955
it is unable to find address, why?","@119798 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public.(2/2) ^VM",delivery_or_shipping_issue,False,,
2722631,@AmazonHelp @115830 @116324  useless. Your next day delivery doesn't work. You Cancelled my order so I booked for next day and you still didn't deliver or let me know it wasn't turning up. Wasted my weekend waiting and could of gone and got my shit myself. Cancelled prime,"@152965 Hi Nathan, I'm sorry to hear this. Were you advised why your order was cancelled? What was the estimated delivery date when you received your order confirmation? ^JC",compliment_or_other,True,,CHECK ME - escalate=TRUE
764758,A little annoyed my @115830 delivery was delivered this afternoon while I was at work and just left outside my front door! Any1 could have,"@302782 Terribly sorry about that, Tamsin! Are those instructions arranged as your safe space here? https://t.co/qlmL6Px359 ^JD",delivery_or_shipping_issue,False,,
1226571,@AmazonHelp I already did that. Got a revert on mail but not on call.,"@404398 Please write back to the email you've received from our team, requesting for a call back and we'll get back to you. ^SQ",general_inquiry,False,,
2003921,sorry2say @115850 bt 1st tym m unsatisfied wid ur srvc.2 orders i hv made wid delvr date 24nov. both nt rcvd yet. https://t.co/1c94koszhp,@592571 My apologies for the delay in the delivery of your order. Please report this to our support team here : https://t.co/vlvfJr4nN9 and we'll sort this out for you. ^AS,delivery_or_shipping_issue,False,,
2127980,"@115821 could you please not use @3375. Stick with just USPS, UPS, and FedEX. Thanks!","@626476 Hi, Brenda! Thanks for reaching out. Are you having trouble with a delivery? We'd love to help! ^BL",delivery_or_shipping_issue,False,,
1234212,"@115821 Why does ""same day delivery"" constantly turn into next day delivery after I place the order? Commitment issues?",@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC,delivery_or_shipping_issue,False,,
1240390,@AmazonHelp It's just sad. People shouldn't waste money on prime services or membership. It's a scam.,"@151182 We try to deliver the packages as early as possible. It's rare that the estimates are rescheduled. An email has already been sent to you with a reply, please check it using this link here: https://t.co/NTkrxpsbHJ ^KA",general_inquiry,False,,CHECK ME - escalate=TRUE
2710831,"@115821 No-rush shipping = rewards with Amazon restaurants. But Amazon Restaurants in my neighborhood are terrible. A different reward, perhaps?","@761151 Hey Karsten, thank you for reaching out! Currently, No-Rush rewards apply only to the specific product type or service indicated in the offer at checkout. You can learn more about these offers here: https://t.co/F0Ya0o384l ^AR",general_inquiry,False,,
2836887,"@115830 @AmazonHelp lost order and call to speak to your 'escalation team'. Spoken to in a disgusting, condescending manner and you put the phone down on me after I asked the operator to clarify what steps I need to take next. Disgusting customer service.","@789593 This is not at all the experience we expect to provide, I'm truly sorry! At the end of the call, you should've received an e-mail with a survey. The feedback goes to the rep's leadership. What does the tracking on the missing order display? We're here for you! ^JE",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
2874071,"@AmazonHelp I did this yesterday. Both on the phone for over an hour, and on the internet (here). I made a number of orders that were all due to arrive today, Tuesday the 28th, which I arranged to be off work to take delivery, but Amazon changed the delivery day to the 27th",@791507 Yikes! I'm sorry that happened. Can you provide info on who the carrier is: https://t.co/Y5jpI9gRhE ^LL,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
2350932,"@AmazonHelp My phone got stolen, and I used to have two-factor authentication. I don't live in the US, and my country (Chile) isn't listed on the ""call list"" WHAT CAN I DO!?",@679481 I'm sorry to hear you lost your phone. We can be reached by phone or e-mail by following this link: https://t.co/jzvkhdlrK5 ^AN,account_or_login_issue,False,,CHECK ME - escalate=TRUE
1272945,@AmazonHelp I requested for return my honor band 3 but my package not pick up and I contacted your customer care but I didn't get pick up,@417961 Apologies for the delay in the pickup. Please share your details here: https://t.co/GIJyeYqKE0 and I'll help. ^ZH,refund_or_return,False,,
113795,"@AmazonHelp Amazon video app won't play on @172 smart TV. All loads up OK but as soon as I choose a programme and press play, it just reverts back to the tv...can anyone help?",@141275 Hi. Has this just started happening or have you always had this issue? Is there any error message or just back to normal screen? ^NV,general_inquiry,False,,
1379365,"@115850 da most shitty delivery system. So much for being a prime member,1 day delivery is nothing bt a marketing gimmick.#JumlebazAmazon","@441127 Sorry about the delay in the delivery, Athar. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MA",delivery_or_shipping_issue,False,,
2722654,@AmazonHelp It was from a third-party seller.,@763806 Has the seller confirmed that a replacement order has been sent? ^BZ,general_inquiry,False,,
1700072,@AmazonHelp keep getting error redeeming code message when im trying to redeem my sonic forces preorder code. Help?,@515557 This item is not released until November 7th. Please let us know if you're not able to redeem it after it is released. ^JS,account_or_login_issue,False,,
2882541,@AmazonHelp I can't see it anywhere at all.,"@799751 Hi Alana, when you click on the ""Track package"" button it will tell you which company delivered this. ^KK",general_inquiry,False,,
2602988,@AmazonHelp I'm not sure.i assumed they would be all the same courier.,@736628 I'm sorry about this. We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/JzP7hlA23B We'd like to help! ^ZW,general_inquiry,False,,
2953663,your service is useless @AmazonHelp,"@815514 Hey Jack, I'm so sorry for the poor experience you've had with us! Without providing account or personal details, could you tell us what the original issue is? ^AR",general_inquiry,False,,
428597,@115850 ordered LED light with 2 roll of 50 meter each as written in description but received only one roll of 50 meter yellow https://t.co/Ar7f0dLhjp,@216941 here: https://t.co/3yqvLnyTxi selecting the appropriate reason and we'll have this reviewed internally. (2/2)^YP,product_defect_or_wrong_item,False,,
2845580,@AmazonHelp had placd oneplus5t jst after its https://t.co/OQcCaKVDfX claim to deliver prepaid order to prime members in 3-4days but it hasnt reached yet,@791502 I'm sorry for the delay in delivering your order. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? We'll be glad to help. ^MJ,delivery_or_shipping_issue,False,,
874570,@AmazonHelp @115850  @115821 @115830 finally i blocked by amzn and i hv no way to contact amzn...i want my mony ....#chor_amazon https://t.co/elf3cVJ79v,@326597 We have responded to your query here; https://t.co/8DAc10S7ww. Please refer to the email sent by social media team. ^SY,refund_or_return,True,,CHECK ME - escalate=TRUE
926365,@AmazonHelp with Amazon prime do I still get 20% off new games,@339804 Thanks for reaching out! The discount is still available for Prime members. More info here: https://t.co/Mk7PWqA4ZR ^GG,general_inquiry,False,,
2431214,"why cant amazon accept my payment method, had my order declined 3 times now for seemingly no reason",@697876 So sorry to hear about the issues you're having with your order! Have you already contacted your bank to see if they have any information on the declines? You can also review some additional troubleshooting steps here: https://t.co/wCY7W9fDXG ^GS,billing_or_payment_issue,True,,CHECK ME - escalate=TRUE
1710134,@AmazonHelp I could not find any correspondence in regards to my case of delivery of marble piece in place of mobile https://t.co/htEVZqlLQt,@518120 Thank you for the confirmation. Our concern team is looking into it and we'll contact you as soon as we receive an update. ^AM,product_defect_or_wrong_item,True,,CHECK ME - escalate=TRUE
2052160,LOVE it when you pay for Prime and shit doesn't arrive when it says it will 🙃🙃🙃 @115821,@606902 I'm sorry to hear this! What was the delivery date given in your confirmation e-mail here: https://t.co/7R8P8hZQtW? ^KP,delivery_or_shipping_issue,False,,
420986,@115850 This is the mail I got 2 days back. No action yet. #AmazonSucks https://t.co/UIVkbV8ftD,"@191575 Please don't provide your order details, as we consider them to be personal information. Our page is visible to the public. ^GK",general_inquiry,False,,
2534449,@AmazonHelp This is the first. I had another months ago saying someone attempted to hack my account. But this makes me nervous,"@182175 Are you able to log in this account? If so, please change the password. Keep us posted ^BD",account_or_login_issue,True,,CHECK ME - escalate=TRUE
1413421,@115821 Thanks for absolutely nothing. So much for Prime Membership and your guaranteed delivery date. Great job! https://t.co/Q8MBFJrey7,@448468 I am sorry that missed the guarantee date. Have you received your game today yet? ^DA,delivery_or_shipping_issue,False,,
1104500,@117795 thank u for allowing us people to feel more entitled then we already do I want my stuff now &amp; when I mean now I mean Sunday,@380638 W/out giving account info can you tell us what's going on? Did an order not arrive on time here: https://t.co/Y5jpI9gRhE? ^JM,general_inquiry,False,,
333182,"@AmazonHelp It's continually restarting, freezing and running crazy slow. I would get the fire TV box if it weren't so darn expensive.",@195357 Thanks for the info. Let's try some of these troubleshooting steps: https://t.co/O2c6Wu0sYZ and please keep us posted. ^GG,product_defect_or_wrong_item,False,,
2835692,"@AmazonHelp made an order, get completely wrong items, you can't honour my order or price I paid?! Absolute joke for a company your size!!!!",@789300 I am so sorry this happened! We'd like to make it right. Can you verify if the order was shipped by Amazon or a third-party seller on our site? You can check here: https://t.co/aaDyEz1VgE ^JY,product_defect_or_wrong_item,True,,CHECK ME - escalate=TRUE
232692,"@AmazonHelp have and no response from you guys,finally i had to call and your supervisor told me to wait another 48 hrs. u guys are a poor joke","@159049 If you have shared your details, we must have sent our correspondence on your registered e-mail. Did you check that?^CB",general_inquiry,True,,CHECK ME - escalate=TRUE
874519,Hey @115821 - my rubbish bin isn't my 'safe place'. Lucky it wasn't bin day! https://t.co/KRUTyrwCf1,@327623 Oh no! We'd like to look into this with you. Please click here: https://t.co/JzP7hlA23B so we can further assist. ^NM,delivery_or_shipping_issue,False,,
1371412,MY PHONE CASE CAME IN AND ITS A 6S NOT A 6S+ FUCK YOU @115821,@439222 I'm sorry for the mix-up! You can view refund/replacement options with us here: https://t.co/QWDWOxot5y ^KP,product_defect_or_wrong_item,False,,
